simplified,zipf,nid,existing_decks,pinyin
多年,5.08,1707757130327,Archive::Words,duo1 nian2
平均,5.08,1393817667768,Archive::Words,ping2 jun1
广州,5.08,1537328245875,Archive::Words,Guang3 zhou1
数量,5.08,1537328247619,Archive::Words,shu4 liang4
评论,5.08,1393817668460,Archive::Words,ping2 lun4
软件,5.08,1393817667735,Archive::Words,ruan3 jian4
通常,5.08,1537328244109,Archive::Words,tong1 chang2
部队,5.08,1537328247299,Archive::Words,bu4 dui4
铁路,5.08,1537328245261,Archive::Words,tie3 lu4
难道,5.08,1393817666343,Archive::Words,nan2 dao4
不用,5.07,1537328239954,Archive::Words,bu4 yong4
不管,5.07,1393817666315,Archive::Words,bu4 guan3
似乎,5.07,1393817666956,Archive::Words,si4 hu1
兄弟,5.07,1537328242229,Archive::Words,xiong1 di4
公里,5.07,1393817666710,Archive::Words,gong1 li3
具体,5.07,1393817667283,cli|cli-reverse,ju4 ti3
办公室,5.07,1537328242718,Archive::Words,ban4 gong1 shi4
妻子,5.07,1393817665878,Archive::Words,qi1 zi3
实在,5.07,1393817666404,Archive::Words,shi2 zai4
年轻,5.07,1393817666087,Archive::Words,nian2 qing1
开展,5.07,1537328248149,Archive::Words,kai1 zhan3
律师,5.07,1393817666322,Personal|Personal-reverse,lu:4 shi1
战斗,5.07,1393817668222,Archive::Words,zhan4 dou4
放弃,5.07,1537328246254,Archive::Words,fang4 qi4
称为,5.07,1537328247092,Archive::Words,cheng1 wei2
英语,5.07,1537328241134,Archive::Words,Ying1 yu3
角色,5.07,1393817667016,Archive::Words,jue2 se4
记得,5.07,1537328241420,Archive::Words,ji4 de5
越来越,5.07,1537328244570,Archive::Words,yue4 lai2 yue4
于是,5.06,1537328247578,Archive::Words,yu2 shi4
促进,5.06,1393817668025,Archive::Words,cu4 jin4
其它,5.06,1537328241307,Archive::Words,qi2 ta1
前往,5.06,1707757024215,Archive::Words,qian2 wang3
医生,5.06,1537328242043,Archive::Words,yi1 sheng1
广泛,5.06,1393817667999,Archive::Words,guang3 fan4
感谢,5.06,1393817666300,Archive::Words,gan3 xie4
直到,5.06,1537328241638,Archive::Words,zhi2 dao4
维护,5.06,1393817668701,Archive::Words,wei2 hu4
论坛,5.06,1393817669722,Archive::Words,lun4 tan2
停止,5.05,1537328247054,Archive::Words,ting2 zhi3
公共,5.05,1537328242655,Archive::Words,gong1 gong4
共产党,5.05,1707944133099,Archive::Words,Gong4 chan3 dang3
危机,5.05,1537328248046,Archive::Words,wei1 ji1
取消,5.05,1393817667069,Archive::Words,qu3 xiao1
基地,5.05,1393817668294,Archive::Words,Ji1 di4
多数,5.05,1537328247622,Archive::Words,duo1 shu4
寻找,5.05,1393817666993,Archive::Words,xun2 zhao3
影片,5.05,1707756790540,Archive::Words,ying3 pian4
成绩,5.05,1537328245251,Archive::Words,cheng2 ji4
批评,5.05,1537328248098,Archive::Words,pi1 ping2
担任,5.05,1393817667757,Archive::Words,dan1 ren4
按照,5.05,1537328243675,Archive::Words,an4 zhao4
改善,5.05,1393817667762,Archive::Words,gai3 shan4
效果,5.05,1393817666591,Archive::Words,xiao4 guo3
更新,5.05,1537328245415,Archive::Words,geng1 xin1
有限公司,5.05,1710963504303,Archive::Words,you3 xian4 gong1 si1
毕业,5.05,1537328245781,Archive::Words,bi4 ye4
统计,5.05,1537328246867,Archive::Words,tong3 ji4
风险,5.05,1537328248047,Archive::Words,feng1 xian3
下载,5.04,1393817667606,Archive::Words,xia4 zai3
丰富,5.04,1393817666725,Archive::Words,feng1 fu4
位置,5.04,1537328241645,Archive::Words,wei4 zhi5
值得,5.04,1537328246179,Archive::Words,zhi2 de5
变得,5.04,1708747484145,Archive::Words,bian4 de5
回答,5.04,1393817666079,Archive::Words,hui2 da2
威胁,5.04,1393817666959,Archive::Words,wei1 xie2
恢复,5.04,1393817667035,Archive::Words,hui1 fu4
或许,5.04,1537328246170,Archive::Words,huo4 xu3
推出,5.04,1707757316881,Archive::Words,tui1 chu1
朝鲜,5.04,1708747508502,Archive::Words,Chao2 xian3
统治,5.04,1393817668572,Archive::Words,tong3 zhi4
胜利,5.04,1393817667086,Archive::Words,sheng4 li4
设置,5.04,1393817668659,Archive::Words,she4 zhi4
随着,5.04,1537328245423,Archive::Words,sui2 zhe5
一部分,5.03,1707756790609,Archive::Words,yi1 bu4 fen5
主张,5.03,1393817667944,Archive::Words,zhu3 zhang1
伟大,5.03,1393817667006,Archive::Words,wei3 da4
团队,5.03,1537328247232,Archive::Words,tuan2 dui4
安排,5.03,1393817666388,Archive::Words,an1 pai2
怎么办,5.03,1707756790109,Archive::Words,zen3 me5 ban4
收入,5.03,1537328244342,Archive::Words,shou1 ru4
普通,5.03,1537328244095,Archive::Words,pu3 tong1
本来,5.03,1393817666365,Archive::Words,ben3 lai2
本身,5.03,1393817668431,Archive::Words,ben3 shen1
毛泽东,5.03,1700001726070,Archive::Words,Mao2 Ze2 dong1
规则,5.03,1393817667118,Archive::Words,gui1 ze2
贸易,5.03,1393817667812,Archive::Words,mao4 yi4
面临,5.03,1537328247004,Archive::Words,mian4 lin2
依据,5.02,1393817669082,Archive::Words,yi1 ju4
关键,5.02,1393817666482,Archive::Words,guan1 jian4
劳动,5.02,1393817667906,Archive::Words,lao2 dong4
听到,5.02,1537328240477,Archive::Words,ting1 dao4
推荐,5.02,1537328247447,Archive::Words,tui1 jian4
漂亮,5.02,1393817665738,Archive::Words,piao4 liang5
相对,5.02,1393817667772,Archive::Words,xiang1 dui4
秘密,5.02,1393817666893,Archive::Words,mi4 mi4
程序,5.02,1393817667138,Archive::Words,cheng2 xu4
避免,5.02,1393817667302,Archive::Words,bi4 mian3
链接,5.02,1537328245909,Archive::Words,lian4 jie1
下午,5.01,1393817665772,Archive::Words,xia4 wu3
不可,5.01,1708747484852,Archive::Words,bu4 ke3
不够,5.01,1707756790297,Archive::Words,bu4 gou4
习惯,5.01,1537328241698,Archive::Words,xi2 guan4
书记,5.01,1393817670413,Archive::Words,shu1 ji5
地球,5.01,1393817666479,Archive::Words,di4 qiu2
大型,5.01,1393817667614,Archive::Words,da4 xing2
巨大,5.01,1393817667166,Archive::Words,ju4 da4
干部,5.01,1707757573109,Archive::Words,gan4 bu4
快速,5.01,1537328247903,Archive::Words,kuai4 su4
敌人,5.01,1393817667054,Archive::Words,di2 ren2
民众,5.01,1537328247470,Archive::Words,min2 zhong4
特色,5.01,1393817667814,Personal,te4 se4
男子,5.01,1707757024307,Archive::Words,nan2 zi3
背景,5.01,1393817667338,Archive::Words,bei4 jing3
著名,5.01,1393817666535,Archive::Words,zhu4 ming2
认真,5.01,1537328243882,Archive::Words,ren4 zhen1
身份,5.01,1537328243923,Personal|Personal-reverse,shen1 fen4
通知,5.01,1393817666444,Archive::Words,tong1 zhi1
专门,5.00,1393817666669,Archive::Words,zhuan1 men2
互联网,5.00,1537328245871,Archive::Words,Hu4 lian2 wang3
兴趣,5.00,1537328243454,Archive::Words,xing4 qu4
复杂,5.00,1537328243662,Archive::Words,fu4 za2
对方,5.00,1537328240798,Archive::Words,dui4 fang1
少数,5.00,1537328247623,Archive::Words,shao3 shu4
打开,5.00,1537328239861,Archive::Words,da3 kai1
指导,5.00,1393817667385,Archive::Words,zhi3 dao3
明确,5.00,1393817667501,Archive::Words,ming2 que4
比如,5.00,1393817666421,Archive::Words,bi3 ru2
法院,5.00,1537328242726,Archive::Words,fa3 yuan4
犯罪,5.00,1707757316275,Archive::Words,fan4 zui4
结婚,5.00,1537328245172,Archive::Words,jie2 hun1
缺乏,5.00,1393817667478,Archive::Words,que1 fa2
联合国,5.00,1707757024464,Archive::Words,Lian2 he2 guo2
苹果,5.00,1393817665790,Archive::Words,Ping2 guo3
表演,5.00,1537328245798,Archive::Words,biao3 yan3
计算,5.00,1393817667597,Archive::Words,ji4 suan4
货币,5.00,1537328247479,Archive::Words,huo4 bi4
邀请,5.00,1393817666454,Archive::Words,yao1 qing3
高兴,5.00,1537328243431,Archive::Words,gao1 xing4
不得,4.99,1708747495173,Archive::Words,bu4 de2
争取,4.99,1393817667249,Archive::Words,zheng1 qu3
传播,4.99,1393817667637,Archive::Words,chuan2 bo1
体制,4.99,1707757571441,Archive::Words,ti3 zhi4
南京,4.99,1537328240414,Archive::Words,Nan2 jing1
否则,4.99,1537328246541,Archive::Words,fou3 ze2
基金,4.99,1393817668461,Archive::Words,ji1 jin1
学者,4.99,1707757236588,Archive::Words,xue2 zhe3
杂志,4.99,1537328246498,Archive::Words,za2 zhi4
材料,4.99,1537328246479,Archive::Words,cai2 liao4
核心,4.99,1537328246823,Archive::Words,he2 xin1
满足,4.99,1393817667174,Archive::Words,man3 zu2
特殊,4.99,1393817667104,Archive::Words,te4 shu1
电视台,4.99,1537328244936,Archive::Words,dian4 shi4 tai2
移民,4.99,1537328247495,Archive::Words,yi2 min2
类型,4.99,1537328247695,Archive::Words,lei4 xing2
连续,4.99,1393817667477,Archive::Words,lian2 xu4
鼓励,4.99,1537328247189,Personal,gu3 li4
优秀,4.98,1537328246975,Archive::Words,you1 xiu4
刚刚,4.98,1537328242910,Archive::Words,gang1 gang5
因素,4.98,1537328246279,Archive::Words,yin1 su4
家里,4.98,1537328240675,Archive::Words,jia1 li3
强烈,4.98,1393817667343,Archive::Words,qiang2 lie4
手段,4.98,1537328245744,Archive::Words,shou3 duan4
挑战,4.98,1537328246655,Archive::Words,tiao3 zhan4
推进,4.98,1707757024463,Archive::Words,tui1 jin4
措施,4.98,1393817667461,Archive::Words,cuo4 shi1
整体,4.98,1393817667842,Archive::Words,zheng3 ti3
显然,4.98,1393817666935,Archive::Words,xian3 ran2
概念,4.98,1537328246070,Archive::Words,gai4 nian4
等等,4.98,1537328240633,Archive::Words,deng3 deng3
纽约,4.98,1533209755055,Archive::Words,Niu3 yue1
美丽,4.98,1537328242838,Archive::Words,mei3 li4
老婆,4.98,1393817666948,Archive::Words,lao3 po2
老板,4.98,1537328242204,Archive::Words,lao3 ban3
英文,4.98,1537328239967,Archive::Words,Ying1 wen2
警方,4.98,1708747490043,Archive::Words,jing3 fang1
访问,4.98,1393817668616,Archive::Words,fang3 wen4
评价,4.98,1393817667342,Archive::Words,ping2 jia4
贡献,4.98,1393817667559,Archive::Words,gong4 xian4
财产,4.98,1537328246422,Archive::Words,cai2 chan3
距离,4.98,1393817666583,Archive::Words,ju4 li2
重视,4.98,1537328244071,Archive::Words,zhong4 shi4
食品,4.98,1537328246394,Archive::Words,shi2 pin3
不好,4.97,1537328239681,Archive::Words,bu4 hao3
优势,4.97,1393817667444,Archive::Words,you1 shi4
伤害,4.97,1393817666882,Archive::Words,shang1 hai4
保障,4.97,1393817668935,Archive::Words,bao3 zhang4
博士,4.97,1393817666358,Archive::Words,bo2 shi4
害怕,4.97,1393817666045,Archive::Words,hai4 pa4
对象,4.97,1393817667228,Archive::Words,dui4 xiang4
感受,4.97,1537328244326,Archive::Words,gan3 shou4
投入,4.97,1393817667240,Archive::Words,tou2 ru4
最佳,4.97,1707757316366,Archive::Words,zui4 jia1
法规,4.97,1707757236691,Archive::Words,fa3 gui1
漫画,4.97,1537328246328,Archive::Words,man4 hua4
物质,4.97,1393817667350,Archive::Words,wu4 zhi4
生物,4.97,1393817668269,Archive::Words,sheng1 wu4
移动,4.97,1537328247492,Archive::Words,yi2 dong4
翻译,4.97,1393817666834,Archive::Words,fan1 yi4
英雄,4.97,1393817666986,Archive::Words,ying1 xiong2
表达,4.97,1537328241575,Archive::Words,biao3 da2
设施,4.97,1393817667688,Archive::Words,she4 shi1
队伍,4.97,1393817668215,Archive::Words,dui4 wu3
人人,4.96,1537328239530,Archive::Words,ren2 ren2
最新,4.96,1708747487011,Archive::Words,zui4 xin1
案件,4.96,1393817668234,Archive::Words,an4 jian4
男性,4.96,1537328243526,Archive::Words,nan2 xing4
福利,4.96,1537328246363,Archive::Words,fu2 li4
证据,4.96,1537328247613,Archive::Words,zheng4 ju4
路线,4.96,1537328247643,Archive::Words,lu4 xian4
迅速,4.96,1393817667532,Archive::Words,xun4 su4
遇到,4.96,1537328247110,Archive::Words,yu4 dao4
高级,4.96,1393817667294,Archive::Words,gao1 ji2
一段,4.95,1537328245738,Archive::Words,
享受,4.95,1537328244332,Archive::Words,xiang3 shou4
估计,4.95,1537328246879,Archive::Words,gu1 ji4
冲突,4.95,1393817668500,Archive::Words,chong1 tu1
发挥,4.95,1393817667360,Archive::Words,fa1 hui1
受伤,4.95,1393817666978,Archive::Words,shou4 shang1
命令,4.95,1393817666958,Archive::Words,ming4 ling4
商品,4.95,1537328246393,Archive::Words,shang1 pin3
国民,4.95,1707757236535,Archive::Words,guo2 min2
国民党,4.95,1708747527036,Archive::Words,Guo2 min2 dang3
境内,4.95,1707757571754,Archive::Words,jing4 nei4
大部分,4.95,1537328247297,Archive::Words,da4 bu4 fen5
海外,4.95,1705601996088,Archive::Words,hai3 wai4
消费,4.95,1393817667875,Archive::Words,xiao1 fei4
眼睛,4.95,1393817665883,Archive::Words,yan3 jing5
网友,4.95,1707755853689,Archive::Characters,wang3 you3
西班牙,4.95,1537328243028,Archive::Words,Xi1 ban1 ya2
课程,4.95,1537328247831,Archive::Words,ke4 cheng2
资格,4.95,1393817667262,Archive::Words,zi1 ge2
超级,4.95,1537328244551,Archive::Words,chao1 ji2
难以,4.95,1707757236041,Archive::Words,nan2 yi3
首次,4.95,1707757317323,Archive::Words,shou3 ci4
之中,4.94,1707757236007,Archive::Words,zhi1 zhong1
修改,4.94,1537328246125,Archive::Words,xiu1 gai3
培训,4.94,1393817667760,Archive::Words,pei2 xun4
如今,4.94,1393817667484,Archive::Words,ru2 jin1
帝国,4.94,1707757569085,Archive::Words,di4 guo2
打击,4.94,1393817668300,Archive::Words,da3 ji1
推广,4.94,1537328247435,Archive::Words,tui1 guang3
提升,4.94,1707757316679,Archive::Words,ti2 sheng1
新加坡,4.94,1708747506039,Archive::Words,Xin1 jia1 po1
机制,4.94,1707757236742,Archive::Words,ji1 zhi4
机器,4.94,1393817667094,Archive::Words,ji1 qi4
爆发,4.94,1393817668485,Archive::Words,bao4 fa1
留下,4.94,1537328245922,Archive::Words,liu2 xia4
社会主义,4.94,1707757571726,Archive::Words,she4 hui4 zhu3 yi4
竞争,4.94,1537328246658,Personal|Personal-reverse,jing4 zheng1
紧张,4.94,1393817666359,Archive::Words,jin3 zhang1
纪念,4.94,1537328246201,Archive::Words,ji4 nian4
集中,4.94,1393817667082,Archive::Words,ji2 zhong1
食物,4.94,1393817666999,Archive::Words,shi2 wu4
不知,4.93,1537328240173,Archive::Words,bu4 zhi1
不足,4.93,1393817667621,Archive::Words,bu4 zu2
东北,4.93,1537328240881,Archive::Words,Dong1 bei3
事务,4.93,1393817668752,Archive::Words,shi4 wu4
充满,4.93,1393817667031,Archive::Words,chong1 man3
区别,4.93,1537328241410,Archive::Words,qu1 bie2
反映,4.93,1393817667807,Archive::Words,fan3 ying4
名称,4.93,1707756790643,Archive::Words,ming2 cheng1
吸引,4.93,1537328247078,Archive::Words,xi1 yin3
哥哥,4.93,1393817665895,Archive::Words,ge1 ge5
处于,4.93,1707757129931,Archive::Words,chu3 yu2
娱乐,4.93,1537328245354,Archive::Words,yu2 le4
实验,4.93,1393817667231,Archive::Words,shi2 yan4
展开,4.93,1393817667609,Archive::Words,zhan3 kai1
形象,4.93,1393817667356,Archive::Words,xing2 xiang4
打算,4.93,1393817666031,Archive::Words,da3 suan4
收到,4.93,1537328244353,Archive::Words,shou1 dao4
教学,4.93,1707756790625,Archive::Words,jiao1 xue2
斗争,4.93,1393817668537,Archive::Words,dou4 zheng1
机械,4.93,1393817668715,Archive::Words,ji1 xie4
澳门,4.93,1695787012150,Archive::Words,Ao4 men2
用于,4.93,1537328247568,Archive::Words,yong4 yu2
符合,4.93,1393817666637,Archive::Words,fu2 he2
粮食,4.93,1393817667983,Archive::Words,liang2 shi5
给予,4.93,1393817668558,Archive::Words,ji3 yu3
维持,4.93,1393817668402,Archive::Words,wei2 chi2
非洲,4.93,1537328245878,Archive::Words,Fei1 zhou1
团结,4.92,1393817668562,Archive::Words,tuan2 jie2
天津,4.92,1708747499741,Archive::Words,Tian1 jin1
好好,4.92,1707757023752,Archive::Words,hao3 hao3
实际上,4.92,1707757023827,Archive::Words,shi2 ji4 shang4
客户,4.92,1537328243395,Archive::Words,ke4 hu4
强大,4.92,1707757024097,Archive::Words,qiang2 da4
彻底,4.92,1393817667099,Archive::Words,che4 di3
批准,4.92,1393817667438,Archive::Words,pi1 zhun3
比例,4.92,1393817667889,Archive::Words,bi3 li4
生态,4.92,1393817669772,Archive::Words,sheng1 tai4
观察,4.92,1393817667183,Archive::Words,guan1 cha2
规范,4.92,1393817669678,Archive::Words,gui1 fan4
运输,4.92,1393817667710,Archive::Words,yun4 shu1
降低,4.92,1393817666750,Archive::Words,jiang4 di1
非法,4.92,1537328243966,Archive::Words,fei1 fa3
风格,4.92,1393817667093,Archive::Words,feng1 ge2
使得,4.91,1707757236316,Archive::Words,shi3 de5
听说,4.91,1537328241394,Archive::Words,ting1 shuo1
培养,4.91,1393817667693,Archive::Words,pei2 yang3
并非,4.91,1393817668325,Archive::Words,bing4 fei1
心里,4.91,1707756790327,Archive::Words,xin1 li5
怀疑,4.91,1393817666436,Archive::Words,huai2 yi2
性质,4.91,1393817667935,Archive::Words,xing4 zhi4
成本,4.91,1393817669285,Archive::Words,cheng2 ben3
描述,4.91,1707757129927,Archive::Words,miao2 shu4
操作,4.91,1393817668608,Archive::Words,cao1 zuo4
注册,4.91,1393817667580,Archive::Words,zhu4 ce4
测试,4.91,1707757129769,Archive::Words,ce4 shi4
私人,4.91,1537328242414,Archive::Words,si1 ren2
网上,4.91,1537328245003,Archive::Words,wang3 shang4
考试,4.91,1393817665921,Archive::Words,kao3 shi4
而已,4.91,1537328244183,Archive::Words,er2 yi3
资产,4.91,1393817668973,Archive::Words,zi1 chan3
升级,4.90,1707757316712,Archive::Words,sheng1 ji2
完整,4.90,1393817667400,Archive::Words,wan2 zheng3
审查,4.90,1393817669126,Archive::Words,shen3 cha2
情绪,4.90,1393817667140,Archive::Words,qing2 xu4
消失,4.90,1537328246503,Archive::Words,xiao1 shi1
深圳,4.90,1717270484288,Archive::Words,Shen1 zhen4
游行,4.90,1707757316579,Archive::Words,you2 xing2
直播,4.90,1537328246858,Archive::Words,zhi2 bo1
确保,4.90,1393817668220,Archive::Words,que4 bao3
禁止,4.90,1537328242635,Archive::Words,jin4 zhi3
良好,4.90,1537328246267,Archive::Words,liang2 hao3
衣服,4.90,1393817665748,Archive::Words,yi1 fu5
领导人,4.90,1708747495719,Archive::Words,ling3 dao3 ren2
依然,4.89,1393817667326,Archive::Words,yi1 ran2
包含,4.89,1393817667800,Archive::Words,bao1 han2
卫生,4.89,1537328246741,Archive::Words,wei4 sheng1
实践,4.89,1393817667920,Archive::Words,shi2 jian4
忘记,4.89,1393817666090,Archive::Words,wang4 ji4
投票,4.89,1393817668171,Archive::Words,tou2 piao4
接触,4.89,1393817667123,Archive::Words,jie1 chu4
构成,4.89,1393817667821,Archive::Words,gou4 cheng2
某些,4.89,1708747487241,Archive::Words,mou3 xie1
民间,4.89,1393817669622,Archive::Words,min2 jian1
爱情,4.89,1393817666509,Archive::Words,ai4 qing2
特征,4.89,1393817667667,Archive::Words,te4 zheng1
石油,4.89,1393817668590,Archive::Words,shi2 you2
道德,4.89,1393817667365,Archive::Words,dao4 de2
高度,4.89,1537328247827,Archive::Words,gao1 du4
不敢,4.88,1537328247558,Archive::Words,
严格,4.88,1393817666679,Archive::Words,yan2 ge2
大概,4.88,1537328246069,Archive::Words,da4 gai4
审判,4.88,1393817668293,Archive::Words,shen3 pan4
尊重,4.88,1393817666510,Archive::Words,zun1 zhong4
小姐,4.88,1537328239733,Archive::Words,xiao3 jie5
巴黎,4.88,1704639023218,Archive::Words,Ba1 li2
平等,4.88,1393817667736,Archive::Words,ping2 deng3
引发,4.88,1707757569198,Archive::Words,yin3 fa1
当局,4.88,1708747499406,Archive::Words,dang1 ju2
普遍,4.88,1537328244090,cli|cli-reverse,pu3 bian4
毕竟,4.88,1393817667364,Archive::Words,bi4 jing4
爸爸,4.88,1393817665714,Archive::Words,ba4 ba5
监狱,4.88,1393817668164,Archive::Words,jian1 yu4
联邦,4.88,1707757568662,Archive::Words,lian2 bang1
读者,4.88,1707757024489,Archive::Words,du2 zhe3
费用,4.88,1707757024296,Archive::Words,fei4 yong4
违法,4.88,1707757236266,Archive::Words,wei2 fa3
酒店,4.88,1537328241228,Archive::Words,jiu3 dian4
共有,4.87,1707757024560,Archive::Words,gong4 you3
关闭,4.87,1537328245342,Archive::Words,guan1 bi4
冠军,4.87,1393817667050,Archive::Words,guan4 jun1
出席,4.87,1393817667415,Archive::Words,chu1 xi2
判断,4.87,1393817666659,Archive::Words,pan4 duan4
势力,4.87,1393817668972,Archive::Words,shi4 li5
